Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	XL_1 Spectral Count	XL_2 Spectral Count	XL_3 Spectral Count	nonXL_1 Spectral Count	nonXL_2 Spectral Count	nonXL_3 Spectral Count	XL_1 Unique Spectral Count	XL_2 Unique Spectral Count	XL_3 Unique Spectral Count	nonXL_1 Unique Spectral Count	nonXL_2 Unique Spectral Count	nonXL_3 Unique Spectral Count	XL_1 Total Spectral Count	XL_2 Total Spectral Count	XL_3 Total Spectral Count	nonXL_1 Total Spectral Count	nonXL_2 Total Spectral Count	nonXL_3 Total Spectral Count	XL_1 Intensity	XL_2 Intensity	XL_3 Intensity	nonXL_1 Intensity	nonXL_2 Intensity	nonXL_3 Intensity	XL_1 MaxLFQ Intensity	XL_2 MaxLFQ Intensity	XL_3 MaxLFQ Intensity	nonXL_1 MaxLFQ Intensity	nonXL_2 MaxLFQ Intensity	nonXL_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|P62753|RS6_HUMAN	P62753	RS6_HUMAN	RPS6	249	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS6	1.0	0.999	14	102	102	102	10	9	10	23	27	23	10	9	10	23	27	23	10	9	10	23	27	23	1.02782232E8	1.12481568E8	1.22495576E8	2.52074086E9	2.69745613E9	2.64127718E9	3.1638704E7	3.7357256E7	3.743678E7	5.9112576E8	6.1103827E8	5.8214502E8	
sp|P62805|H4_HUMAN	P62805	H4_HUMAN	H4C1	103	Homo sapiens	1:Experimental evidence at protein level	Histone H4	1.0	0.999	15	103	103	103	20	19	15	17	15	17	20	19	15	17	15	17	20	19	15	17	15	17	1.20165222E9	1.21022144E9	1.25088038E9	2.90281626E9	2.85301786E9	2.99360179E9	3.43191456E8	3.19648E8	3.39324768E8	6.2173184E8	6.5645632E8	6.5615213E8	
sp|P62820|RAB1A_HUMAN	P62820	RAB1A_HUMAN	RAB1A	205	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-1A	1.0	0.999	10	46	11	46	2	2	3	15	12	12	0	0	0	4	4	3	2	2	3	15	12	12	8421643.0	4029710.0	8058307.5	2.99181472E8	3.03329664E8	3.1727344E8	5097129.5	3624474.8	3743083.5	8.2501968E7	8.6600104E7	9.0389192E7	
sp|P62826|RAN_HUMAN	P62826	RAN_HUMAN	RAN	216	Homo sapiens	1:Experimental evidence at protein level	GTP-binding nuclear protein Ran	1.0	0.999	12	83	83	83	10	11	10	16	20	16	10	11	10	16	20	16	10	11	10	16	20	16	1.48954064E8	1.4065312E8	1.48157504E8	1.22825382E9	1.25477709E9	1.27901402E9	2.899492E7	2.8258718E7	3.004101E7	2.10425296E8	2.12730256E8	2.22090896E8	
sp|P62829|RL23_HUMAN	P62829	RL23_HUMAN	RPL23	140	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL14	1.0	0.999	12	76	76	76	8	11	9	16	15	17	8	11	9	16	15	17	8	11	9	16	15	17	1.38040896E8	1.39536144E8	1.63337552E8	2.60445568E9	2.63243059E9	2.51024358E9	3.1112984E7	3.0806986E7	2.9987852E7	4.83111584E8	4.91246784E8	4.95097728E8	
sp|P62841|RS15_HUMAN	P62841	RS15_HUMAN	RPS15	145	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS19	1.0	0.999	7	52	52	52	5	5	5	12	11	14	5	5	5	12	11	14	5	5	5	12	11	14	9.8680064E7	9.0937768E7	9.1715032E7	1.70492006E9	1.62642611E9	1.5833801E9	3.134626E7	3.5867784E7	3.638944E7	6.5971616E8	6.1845971E8	6.2129952E8	
sp|P62847|RS24_HUMAN	P62847	RS24_HUMAN	RPS24	133	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS24	1.0	0.999	5	34	34	34	3	3	3	9	8	8	3	3	3	9	8	8	3	3	3	9	8	8	7.4312288E7	8.1232632E7	5.857712E7	1.77768538E9	1.62991104E9	1.68184998E9	2.4847944E7	2.5680296E7	2.6348608E7	5.26658176E8	5.02629312E8	5.19435264E8	
sp|P62851|RS25_HUMAN	P62851	RS25_HUMAN	RPS25	125	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS25	1.0	0.999	7	38	38	38	5	7	6	6	6	8	5	7	6	6	6	8	5	7	6	6	6	8	1.38060352E8	1.36012912E8	1.43153648E8	2.77569126E9	2.8199831E9	3.20283494E9	3.7546828E7	3.7069512E7	3.9701988E7	7.9373997E8	7.7874611E8	8.5476474E8	
sp|P62854|RS26_HUMAN	P62854	RS26_HUMAN	RPS26	115	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS26	1.0	0.999	5	36	8	36	5	3	3	9	9	7	1	1	1	2	1	2	5	3	3	9	9	7	6.7455168E7	6.6539992E7	7.2684656E7	1.58565056E9	1.53898931E9	1.39410342E9	2.9615572E7	2.988178E7	3.3751644E7	5.9649581E8	6.4548858E8	5.5651571E8	
sp|P62857|RS28_HUMAN	P62857	RS28_HUMAN	RPS28	69	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS28	1.0	0.999	7	58	58	58	7	7	7	14	11	12	7	7	7	14	11	12	7	7	7	14	11	12	1.07048528E8	1.29460616E8	1.56058816E8	1.8952105E9	1.98975206E9	2.12091366E9	3.661412E7	3.8584956E7	4.0995012E7	5.7772762E8	5.9135981E8	5.9432538E8	
sp|P62861|RS30_HUMAN	P62861	RS30_HUMAN	FAU	133	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-like FUBI-ribosomal protein eS30 fusion protein	1.0	0.999	4	21	21	21	1	1	1	7	4	7	1	1	1	7	4	7	1	1	1	7	4	7	5102063.5	6333704.0	5491524.0	1.52916784E8	1.49868288E8	1.57842848E8	0.0	5123727.5	4333159.0	9.749272E7	9.8435072E7	1.04165664E8	
sp|P62873|GBB1_HUMAN	P62873	GBB1_HUMAN	GNB1	340	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	1.0	0.999	14	52	30	52	2	1	1	17	15	16	1	0	0	9	9	11	2	1	1	17	15	16	3540354.8	6503678.5	1.2306875E7	9.4332224E8	7.9762886E8	8.1925984E8	4492741.5	5242240.5	4936503.5	2.01574352E8	1.84054784E8	1.74023008E8	
sp|P62875|RPAB5_HUMAN	P62875	RPAB5_HUMAN	POLR2L	67	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerases I, II, and III subunit RPABC5	0.9993	0.9982	2	5	5	5	0	1	0	2	1	1	0	1	0	2	1	1	0	1	0	2	1	1	1185295.1	5318079.0	1930887.8	1.9042216E7	1.9652812E7	1.9430208E7	0.0	3039146.2	0.0	1.0765773E7	1.1267045E7	1.0792509E7	
sp|P62877|RBX1_HUMAN	P62877	RBX1_HUMAN	RBX1	108	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RBX1	1.0	0.999	4	20	20	20	1	1	1	6	6	5	1	1	1	6	6	5	1	1	1	6	6	5	6530767.0	2361306.8	6614694.5	3.947888E7	4.8727656E7	5.5721364E7	3986053.0	2215412.5	5259469.0	1.3618714E7	1.814459E7	1.6663864E7	
sp|P62879|GBB2_HUMAN	P62879	GBB2_HUMAN	GNB2	340	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	1.0	0.999	13	17	9	39	0	0	0	5	6	6	0	0	0	3	3	3	1	1	1	13	12	11	521805.75	0.0	0.0	1.69229296E8	1.88016752E8	3.2779584E8	0.0	0.0	0.0	6.3787876E7	6.0795904E7	6.4984792E7	
sp|P62888|RL30_HUMAN	P62888	RL30_HUMAN	RPL30	115	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL30	1.0	0.999	9	85	85	85	10	10	10	16	19	20	10	10	10	16	19	20	10	10	10	16	19	20	2.08742528E8	2.10717616E8	2.19405232E8	3.82108544E9	4.06741427E9	3.95488205E9	3.8170548E7	3.9018252E7	4.0503568E7	7.2060608E8	7.4291283E8	7.1152819E8	
sp|P62891|RL39_HUMAN	P62891	RL39_HUMAN	RPL39	51	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL39	0.9997	0.999	1	9	0	9	1	1	1	2	2	2	0	0	0	0	0	0	1	1	1	2	2	2	2.7013008E7	2.8565958E7	3.0678388E7	5.505424E8	5.5992582E8	5.03396704E8	0.0	0.0	1.6575521E7	6.2541421E8	5.793095E8	5.8263194E8	sp|Q59GN2|R39L5_HUMAN
sp|P62899|RL31_HUMAN	P62899	RL31_HUMAN	RPL31	125	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL31	1.0	0.999	6	38	38	38	4	3	6	6	9	10	4	3	6	6	9	10	4	3	6	6	9	10	9.2444848E7	1.19535808E8	1.1702816E8	2.10329344E9	2.21200794E9	2.09527309E9	3.8228244E7	3.6896604E7	3.7076124E7	6.5056883E8	6.5459846E8	6.2524448E8	
sp|P62906|RL10A_HUMAN	P62906	RL10A_HUMAN	RPL10A	217	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL1	1.0	0.999	15	96	96	96	8	10	9	23	22	24	8	10	9	23	22	24	8	10	9	23	22	24	1.49916592E8	1.5845944E8	1.4745616E8	3.77064115E9	3.85421517E9	3.98444365E9	3.1374618E7	3.6195136E7	3.4593568E7	5.9266483E8	6.0279149E8	5.9076704E8	
sp|P62910|RL32_HUMAN	P62910	RL32_HUMAN	RPL32	135	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL32	1.0	0.999	11	80	80	80	7	5	5	17	22	24	7	5	5	17	22	24	7	5	5	17	22	24	1.26376264E8	1.23771992E8	1.4412184E8	2.50207949E9	2.4792663E9	2.88183885E9	3.4702508E7	3.7736124E7	3.8204564E7	7.3419725E8	7.3282438E8	7.9149165E8	
sp|P62913|RL11_HUMAN	P62913	RL11_HUMAN	RPL11	178	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL5	1.0	0.999	15	74	74	74	7	8	5	19	17	18	7	8	5	19	17	18	7	8	5	19	17	18	1.4028944E8	1.4918168E8	1.4569224E8	2.62243174E9	2.6846656E9	2.73933107E9	4.14765E7	4.1567824E7	4.3160748E7	6.6137568E8	6.961241E8	6.8703251E8	
sp|P62917|RL8_HUMAN	P62917	RL8_HUMAN	RPL8	257	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL2	1.0	0.999	20	127	127	127	11	12	13	31	29	31	11	12	13	31	29	31	11	12	13	31	29	31	2.0505656E8	2.03353472E8	1.85405632E8	3.42540646E9	3.4819159E9	3.48348109E9	5.0644596E7	5.0861248E7	5.0158652E7	7.4086144E8	7.784985E8	7.7103187E8	
sp|P62937|PPIA_HUMAN	P62937	PPIA_HUMAN	PPIA	165	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase A	1.0	0.999	11	71	66	71	9	11	10	14	11	16	9	10	9	13	10	15	9	11	10	14	11	16	4.18514272E8	4.47795808E8	4.72831776E8	1.24275686E9	1.30440192E9	1.33272474E9	7.2357032E7	7.4041552E7	7.477468E7	2.58343488E8	2.78959008E8	2.77253632E8	
sp|P62942|FKB1A_HUMAN	P62942	FKB1A_HUMAN	FKBP1A	108	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP1A	0.9996	0.9987	2	5	5	5	0	1	0	2	1	1	0	1	0	2	1	1	0	1	0	2	1	1	0.0	1274973.8	1934053.6	1.786765E7	1.4645405E7	1.3622512E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P62979|RS27A_HUMAN	P62979	RS27A_HUMAN	RPS27A	156	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-ribosomal protein eS31 fusion protein	1.0	0.999	17	297	26	297	80	76	76	21	24	20	3	2	2	7	5	7	80	76	76	21	24	20	3.38916516E10	3.7691695E10	3.9272305E10	1.25128991E10	1.79836621E10	1.27422659E10	9.7491948E9	1.02697759E10	1.11215616E10	6.1181645E9	6.1882537E9	6.3375104E9	
sp|P62993|GRB2_HUMAN	P62993	GRB2_HUMAN	GRB2	217	Homo sapiens	1:Experimental evidence at protein level	Growth factor receptor-bound protein 2	1.0	0.9989	3	9	9	9	2	0	1	2	2	2	2	0	1	2	2	2	2	0	1	2	2	2	4692120.0	1774637.1	5619631.0	1.5025007E7	9282752.0	9447820.0	3251928.8	0.0	2654857.8	6516963.0	6341138.5	5126647.0	
sp|P62995|TRA2B_HUMAN	P62995	TRA2B_HUMAN	TRA2B	288	Homo sapiens	1:Experimental evidence at protein level	Transformer-2 protein homolog beta	1.0	0.9986	4	6	6	6	0	0	1	1	3	1	0	0	1	1	3	1	0	0	1	1	3	1	1647778.5	0.0	1821270.0	1.7920398E7	1.9798542E7	1.258288E7	0.0	0.0	0.0	1.3354083E7	1.4312447E7	1.0186437E7	
sp|P63000|RAC1_HUMAN	P63000	RAC1_HUMAN	RAC1	192	Homo sapiens	1:Experimental evidence at protein level	Ras-related C3 botulinum toxin substrate 1	1.0	0.9985	4	9	0	13	0	0	0	3	3	3	0	0	0	0	0	0	0	1	0	4	4	4	2469079.8	1919931.1	2294070.0	5.7551112E7	6.626318E7	6.808088E7	0.0	0.0	0.0	2.6966162E7	3.0176672E7	3.0883068E7	
sp|P63010|AP2B1_HUMAN	P63010	AP2B1_HUMAN	AP2B1	937	Homo sapiens	1:Experimental evidence at protein level	AP-2 complex subunit beta	1.0	0.999	25	59	24	59	3	3	1	16	16	20	0	1	0	7	7	9	3	3	1	16	16	20	6961469.0	1.5906053E7	9976179.0	2.38800736E8	2.39026512E8	2.3521816E8	2504156.8	3239112.8	3342242.8	2.6235394E7	2.7042024E7	2.641521E7	
sp|P63092|GNAS2_HUMAN	P63092	GNAS2_HUMAN	GNAS	394	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	1.0	0.9989	8	19	0	23	0	1	1	5	4	8	0	0	0	0	0	0	1	1	1	6	5	9	883482.94	716271.44	1866506.1	4.229344E7	4.1041796E7	5.2315156E7	0.0	0.0	1441299.8	1.2148527E7	1.3350304E7	1.3648769E7	sp|Q5JWF2|GNAS1_HUMAN
sp|P63096|GNAI1_HUMAN	P63096	GNAI1_HUMAN	GNAI1	354	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(i) subunit alpha-1	1.0	0.999	10	12	12	39	0	0	0	4	4	4	0	0	0	4	4	4	2	0	1	13	11	12	0.0	0.0	0.0	5.9535E7	4.739412E7	6.774308E7	0.0	0.0	0.0	2.4175464E7	2.3257102E7	2.4390122E7	
sp|P63098|CANB1_HUMAN	P63098	CANB1_HUMAN	PPP3R1	170	Homo sapiens	1:Experimental evidence at protein level	Calcineurin subunit B type 1	1.0	0.999	3	6	6	6	0	0	0	1	2	3	0	0	0	1	2	3	0	0	0	1	2	3	0.0	0.0	0.0	2.645709E7	7188194.0	2.3100556E7	0.0	0.0	0.0	1.4559102E7	0.0	1.2488814E7	
sp|P63104|1433Z_HUMAN	P63104	1433Z_HUMAN	YWHAZ	245	Homo sapiens	1:Experimental evidence at protein level	14-3-3 protein zeta/delta	1.0	0.999	24	133	112	156	12	12	15	34	32	28	11	11	14	27	27	22	15	15	18	40	36	32	1.71010912E8	2.0060104E8	1.93144864E8	5.0179773E9	4.9512571E9	4.9562573E9	3.1796652E7	3.1496576E7	3.6211712E7	6.4138752E8	6.5284538E8	6.5180013E8	
sp|P63151|2ABA_HUMAN	P63151	2ABA_HUMAN	PPP2R2A	447	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform	1.0	0.999	9	29	10	29	1	1	0	7	9	11	0	1	0	2	4	3	1	1	0	7	9	11	6979103.0	1.1757649E7	1.2198894E7	9.3507584E7	1.19123664E8	1.56930912E8	3961801.5	3469295.8	3455896.2	2.1799468E7	2.4684572E7	2.4412546E7	
sp|P63165|SUMO1_HUMAN	P63165	SUMO1_HUMAN	SUMO1	101	Homo sapiens	1:Experimental evidence at protein level	Small ubiquitin-related modifier 1	1.0	0.9988	4	16	9	16	2	2	2	5	3	2	1	1	1	3	2	1	2	2	2	5	3	2	1.2468721E7	1.2839868E7	1.7086408E7	4.3171608E7	4.0324056E7	3.6888464E7	7227174.5	7766408.5	6732487.5	1.1445481E7	1.3691036E7	1.2564846E7	
sp|P63167|DYL1_HUMAN	P63167	DYL1_HUMAN	DYNLL1	89	Homo sapiens	1:Experimental evidence at protein level	Dynein light chain 1, cytoplasmic	0.9934	0.999	3	4	4	19	0	0	0	1	2	1	0	0	0	1	2	1	1	2	2	5	5	4	2933182.0	0.0	3078109.2	4.3621144E7	4.0639552E7	3.703446E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P63172|DYLT1_HUMAN	P63172	DYLT1_HUMAN	DYNLT1	113	Homo sapiens	1:Experimental evidence at protein level	Dynein light chain Tctex-type 1	1.0	0.999	4	13	13	13	0	0	0	5	4	4	0	0	0	5	4	4	0	0	0	5	4	4	0.0	1602841.5	1419407.1	7.3312896E7	6.9333504E7	5.5249128E7	0.0	0.0	0.0	3.4061408E7	3.7588344E7	2.7023244E7	
sp|P63173|RL38_HUMAN	P63173	RL38_HUMAN	RPL38	70	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL38	1.0	0.999	3	21	21	21	2	2	3	4	6	4	2	2	3	4	6	4	2	2	3	4	6	4	7.1081376E7	7.3161032E7	5.6938816E7	1.08008704E9	1.1807927E9	1.21901286E9	2.9602912E7	3.1149112E7	3.0447836E7	4.59436576E8	5.13382176E8	5.08004096E8	
sp|P63208|SKP1_HUMAN	P63208	SKP1_HUMAN	SKP1	163	Homo sapiens	1:Experimental evidence at protein level	S-phase kinase-associated protein 1	1.0	0.999	18	85	85	85	5	6	5	23	26	20	5	6	5	23	26	20	5	6	5	23	26	20	7.1585232E7	7.5823008E7	7.063396E7	1.63165952E9	1.64976986E9	1.63734835E9	2.3495856E7	2.2282296E7	2.2706868E7	3.959288E8	3.9487808E8	4.04251296E8	
sp|P63218|GBG5_HUMAN	P63218	GBG5_HUMAN	GNG5	68	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5	1.0	0.9987	3	9	6	9	0	0	0	2	4	3	0	0	0	1	3	2	0	0	0	2	4	3	0.0	0.0	0.0	2.1250076E7	3.1632968E7	1.8809822E7	0.0	0.0	0.0	2.2585452E7	1.9267664E7	1.6147047E7	
sp|P63220|RS21_HUMAN	P63220	RS21_HUMAN	RPS21	83	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS21	1.0	0.999	7	69	69	69	4	8	6	15	19	17	4	8	6	15	19	17	4	8	6	15	19	17	1.03242944E8	1.08699912E8	1.28662832E8	1.66209357E9	1.68582221E9	1.69900429E9	3.5355252E7	3.4676112E7	3.8835304E7	5.175232E8	5.19000512E8	5.19574336E8	
sp|P63241|IF5A1_HUMAN	P63241	IF5A1_HUMAN	EIF5A	154	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 5A-1	1.0	0.999	6	24	9	24	5	5	5	4	3	2	2	2	3	1	0	1	5	5	5	4	3	2	8.1694192E7	8.4161696E7	6.446172E7	5.4720944E7	3.2484868E7	5.7388208E7	2.019662E7	2.0109862E7	2.0230022E7	2.1508196E7	2.0648566E7	2.1024198E7	
sp|P63244|RACK1_HUMAN	P63244	RACK1_HUMAN	RACK1	317	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein RACK1	1.0	0.999	22	169	169	169	21	21	23	35	33	36	21	21	23	35	33	36	21	21	23	35	33	36	5.282928E8	5.8187942E8	6.1906042E8	8.6662001E9	8.6665503E9	8.6672896E9	5.575356E7	5.7468528E7	5.7013024E7	7.8233139E8	7.9475898E8	7.8481434E8	
sp|P63261|ACTG_HUMAN	P63261	ACTG_HUMAN	ACTG1	375	Homo sapiens	1:Experimental evidence at protein level	Actin, cytoplasmic 2	1.0	0.999	39	919	39	919	79	70	71	229	240	230	2	4	2	8	11	12	79	70	71	229	240	230	7.3276703E9	7.5511619E9	8.2959483E9	2.24652657E11	3.03837315E11	3.08880507E11	1.03094522E9	1.01836813E9	1.04493779E9	3.5396743E10	3.5748491E10	3.634697E10	
sp|P63279|UBC9_HUMAN	P63279	UBC9_HUMAN	UBE2I	158	Homo sapiens	1:Experimental evidence at protein level	SUMO-conjugating enzyme UBC9	1.0	0.999	3	11	11	11	1	1	1	3	3	2	1	1	1	3	3	2	1	1	1	3	3	2	4224434.0	4037008.5	6328659.0	2.1368756E7	2.279431E7	1.56142E7	0.0	0.0	3904425.0	1.3351939E7	1.5754849E7	1.288496E7	
sp|P63313|TYB10_HUMAN	P63313	TYB10_HUMAN	TMSB10	44	Homo sapiens	1:Experimental evidence at protein level	Thymosin beta-10	0.9971	0.999	3	7	7	10	0	1	1	2	1	2	0	1	1	2	1	2	0	1	1	3	2	3	1.027939E7	1.2519792E7	1.2871521E7	9.4082072E7	1.0344016E8	9.2773936E7	0.0	0.0	0.0	9.0443752E7	1.04031736E8	9.0871688E7	
sp|P67775|PP2AA_HUMAN	P67775	PP2AA_HUMAN	PPP2CA	309	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform	1.0	0.999	12	49	2	49	4	6	3	11	12	13	0	0	0	1	1	0	4	6	3	11	12	13	1.4693392E7	1.426927E7	1.737929E7	2.32592224E8	2.35834144E8	2.77370976E8	6079729.5	6022090.0	5459302.0	4.5267772E7	4.6108772E7	4.5120316E7	
sp|P67809|YBOX1_HUMAN	P67809	YBOX1_HUMAN	YBX1	324	Homo sapiens	1:Experimental evidence at protein level	Y-box-binding protein 1	1.0	0.999	9	26	26	54	6	5	5	4	3	3	6	5	5	4	3	3	9	9	9	9	8	10	3.448576E7	3.848636E7	3.773872E7	1.1474552E8	9.8958656E7	1.07336664E8	2.1717768E7	2.3834046E7	2.4456828E7	3.5138488E7	3.2280222E7	3.5272908E7	
sp|P67870|CSK2B_HUMAN	P67870	CSK2B_HUMAN	CSNK2B	215	Homo sapiens	1:Experimental evidence at protein level	Casein kinase II subunit beta	1.0	0.999	4	17	17	17	2	2	1	4	4	4	2	2	1	4	4	4	2	2	1	4	4	4	1.1148212E7	6608032.0	1.0493829E7	3.1996778E7	3.3516156E7	2.5710146E7	4835855.5	5395910.5	4942174.5	1.5507371E7	1.5037123E7	1.4581432E7	
sp|P67936|TPM4_HUMAN	P67936	TPM4_HUMAN	TPM4	248	Homo sapiens	1:Experimental evidence at protein level	Tropomyosin alpha-4 chain	1.0	0.999	23	43	27	97	1	4	1	13	12	12	0	1	1	8	8	9	4	10	4	25	27	27	1.1358454E7	1.2094392E7	1.6548586E7	3.86165472E8	4.12257728E8	3.7591632E8	4167310.0	4341458.0	4734549.0	6.9839032E7	7.577188E7	6.9396416E7	
sp|P68032|ACTC_HUMAN	P68032	ACTC_HUMAN	ACTC1	377	Homo sapiens	1:Experimental evidence at protein level	Actin, alpha cardiac muscle 1	1.0	0.999	27	84	0	494	5	6	7	22	18	26	0	0	0	0	0	0	49	42	47	119	117	120	5.5879885E8	5.8350189E8	5.6798643E8	3.4855997E10	3.8395576E10	3.4475659E10	4.70190016E8	4.8459344E8	4.64973792E8	3.2803498E10	3.4624307E10	3.18855168E10	
sp|P68036|UB2L3_HUMAN	P68036	UB2L3_HUMAN	UBE2L3	154	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 L3	1.0	0.999	5	13	2	13	2	0	2	3	3	3	0	0	2	0	0	0	2	0	2	3	3	3	1.611696E7	1.1872112E7	1.1443629E7	1.1942246E7	2.3132672E7	2.6937516E7	4451381.5	5219311.5	7641293.5	1.855157E7	1.5340775E7	1.780914E7	
sp|P68104|EF1A1_HUMAN	P68104	EF1A1_HUMAN	EEF1A1	462	Homo sapiens	1:Experimental evidence at protein level	Elongation factor 1-alpha 1	1.0	0.999	32	247	7	247	45	45	52	33	34	38	0	1	2	1	1	2	45	45	52	33	34	38	1.84131661E9	1.90005914E9	1.9828279E9	7.5251983E9	7.2581064E9	7.6993101E9	2.579004E8	2.47847328E8	2.68501568E8	9.6272E8	9.6722957E8	9.6306445E8	
sp|P68133|ACTS_HUMAN	P68133	ACTS_HUMAN	ACTA1	377	Homo sapiens	1:Experimental evidence at protein level	Actin, alpha skeletal muscle	0.9993	0.9877	25	1	1	478	0	0	0	1	0	0	0	0	0	1	0	0	49	42	47	113	112	115	0.0	0.0	0.0	5.1871448E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P68366|TBA4A_HUMAN	P68366	TBA4A_HUMAN	TUBA4A	448	Homo sapiens	1:Experimental evidence at protein level	Tubulin alpha-4A chain	1.0	0.999	29	288	13	288	36	33	37	57	62	63	1	0	1	4	3	4	36	33	37	57	62	63	1.45409536E9	1.47724262E9	1.54003085E9	1.37979372E10	1.34396611E10	1.38164808E10	2.20842624E8	2.24838592E8	2.16477696E8	1.73505651E9	1.67336166E9	1.70297549E9	
sp|P68371|TBB4B_HUMAN	P68371	TBB4B_HUMAN	TUBB4B	445	Homo sapiens	1:Experimental evidence at protein level	Tubulin beta-4B chain	0.9999	0.999	29	7	7	380	1	1	2	1	1	1	1	1	2	1	1	1	45	45	43	74	90	83	3.3607636E7	3.5870496E7	3.8544896E7	2.42605936E8	2.51154464E8	2.71111264E8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P68400|CSK21_HUMAN	P68400	CSK21_HUMAN	CSNK2A1	391	Homo sapiens	1:Experimental evidence at protein level	Casein kinase II subunit alpha	1.0	0.999	12	36	0	36	3	3	4	8	8	10	0	0	0	0	0	0	3	3	4	8	8	10	2.2890604E7	2.8689804E7	2.5936166E7	1.26208104E8	1.26327344E8	1.0303064E8	8139474.0	8246030.0	8514868.0	2.6526936E7	2.5990236E7	2.733821E7	sp|Q8NEV1|CSK23_HUMAN
sp|P68402|PA1B2_HUMAN	P68402	PA1B2_HUMAN	PAFAH1B2	229	Homo sapiens	1:Experimental evidence at protein level	Platelet-activating factor acetylhydrolase IB subunit alpha2	1.0	0.999	4	9	9	9	0	0	0	2	4	3	0	0	0	2	4	3	0	0	0	2	4	3	1489553.0	0.0	0.0	3.9876976E7	7.2645168E7	5.4655428E7	0.0	0.0	0.0	2.266963E7	2.5320632E7	2.179942E7	
sp|P68431|H31_HUMAN	P68431	H31_HUMAN	H3C1	136	Homo sapiens	1:Experimental evidence at protein level	Histone H3.1	1.0	0.999	9	48	7	48	5	8	8	10	8	9	0	0	0	3	2	2	5	8	8	10	8	9	5.5024282E8	5.5471219E8	6.2142054E8	1.59414413E9	1.54267405E9	1.54356941E9	2.44696464E8	2.2936488E8	2.87955648E8	7.3733894E8	7.0467494E8	7.0861216E8	
sp|P69849|NOMO3_HUMAN	P69849	NOMO3_HUMAN	NOMO3	1222	Homo sapiens	1:Experimental evidence at protein level	BOS complex subunit NOMO3	1.0	0.9985	9	19	0	19	0	0	0	6	6	7	0	0	0	0	0	0	0	0	0	6	6	7	0.0	0.0	0.0	2.9047728E7	3.0864862E7	3.6960656E7	0.0	0.0	0.0	7139963.5	8190784.5	8396489.0	sp|Q15155|NOMO1_HUMAN, sp|Q5JPE7|NOMO2_HUMAN
