Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_222_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H144_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H225_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H240_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H322_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H446_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H457_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H466_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H467_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H471_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T83_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T349_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T350_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T406_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T410_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T413_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T441_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T463_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T488_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T506_01.mzML
P51553	P51553	IDH3G_HUMAN	IDH3G	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial	304587	267448	317377	439822	291125	140307	279621	422773	294554	461017		677853		777178		530985	290717	236037		
P51570	P51570	GALK1_HUMAN	GALK1	Galactokinase	1.41924e+06	991994	812666	961407	1.50645e+06	838150	980763	1.37106e+06	989040	554992	992331	958077	1.03958e+06	1.65504e+06	677194	598527	632467	529831	973853	330845
P51571	P51571	SSRD_HUMAN	SSR4	Translocon-associated protein subunit delta	1.4607e+06	1.58348e+06	1.57481e+06	1.37572e+06	1.86225e+06	1.04791e+06	1.20835e+06	1.98481e+06	1.43724e+06	1.73699e+06	1.58572e+06	2.2982e+06	1.55995e+06	4.26044e+06	805506	2.25667e+06	1.86702e+06	1.19147e+06	1.92888e+06	1.47297e+06
P51572	P51572	BAP31_HUMAN	BCAP31	B-cell receptor-associated protein 31	4.09749e+06	2.85341e+06	4.06688e+06	2.8012e+06	4.32771e+06	2.63242e+06	3.02116e+06	4.14602e+06	3.01353e+06	4.22014e+06	3.19172e+06	4.1449e+06	2.90195e+06	9.89669e+06	2.21938e+06	5.19271e+06	4.73815e+06	2.51584e+06	5.05405e+06	4.13814e+06
P51575	P51575	P2RX1_HUMAN	P2RX1	P2X purinoceptor 1	3.96283e+06	4.02539e+06	3.99902e+06	3.7606e+06	3.73677e+06	5.13967e+06	3.54286e+06	4.34053e+06	4.33137e+06	4.34838e+06	3.04205e+06	4.08697e+06	2.56454e+06	3.0196e+06	3.30726e+06	2.61323e+06	3.13241e+06	3.39538e+06	3.14315e+06	3.14846e+06
P51580	P51580	TPMT_HUMAN	TPMT	Thiopurine S-methyltransferase		317094		795250		361137	364505	372543	265155		142871	464309	225479	248441		343081	343338			638919
P51606	P51606	RENBP_HUMAN	RENBP	N-acylglucosamine 2-epimerase	1.93243e+06	2.16508e+06	2.4324e+06	2.93864e+06	2.18551e+06	2.27718e+06	2.06418e+06	2.06106e+06	2.31641e+06	1.79535e+06	2.33102e+06	2.83208e+06	2.62231e+06	3.78955e+06	1.62134e+06	2.7331e+06	1.39298e+06	1.39329e+06	2.44945e+06	1.89287e+06
P51617	P51617	IRAK1_HUMAN	IRAK1	Interleukin-1 receptor-associated kinase 1						41975.7								174540			84106.1	45139.7		
P51648	P51648	AL3A2_HUMAN	ALDH3A2	Aldehyde dehydrogenase family 3 member A2	63680.7	170394	62572	93391.5	250082	194593		118756	122659	56923.7	142732	229426		169683		227588	102329	144832	172480	123746
P51659	P51659	DHB4_HUMAN	HSD17B4	Peroxisomal multifunctional enzyme type 2	2.9445e+06	2.64194e+06	3.55767e+06	1.69735e+06	3.48069e+06	2.53338e+06	2.05661e+06	4.71779e+06	2.83535e+06	2.93991e+06	2.35844e+06	3.21374e+06	2.53587e+06	1.10002e+07	2.36417e+06	5.45184e+06	3.58378e+06	2.29005e+06	2.60264e+06	2.91799e+06
P51665	P51665	PSMD7_HUMAN	PSMD7	26S proteasome non-ATPase regulatory subunit 7	1.87753e+06	829566	892829	1.34744e+06	1.24083e+06	764020	775068	896850	924475	986893	1.07234e+06	1.40747e+06	656586	2.55672e+06		974832	1.29662e+06	720210	1.14909e+06	1.18665e+06
P51679	P51679	CCR4_HUMAN	CCR4	C-C chemokine receptor type 4	1.64136e+06	579088	1.71133e+06	1.49076e+06	1.80777e+06	1.33031e+06	609676	2.2533e+06	2.11805e+06	772775	730127	4.39251e+06	1.64511e+06	2.00023e+06	512401	606092	2.40945e+06	566997		593378
P51692	P51692	STA5B_HUMAN	STAT5B	Signal transducer and activator of transcription 5B	2.33008e+06	2.02361e+06	2.23219e+06	2.48746e+06	1.81657e+06	2.41816e+06	1.88252e+06	1.60388e+06	2.13822e+06	2.11395e+06	1.74714e+06	1.83195e+06	1.95759e+06	4.05322e+06	1.8261e+06	1.80672e+06	2.59549e+06	1.60103e+06	1.87051e+06	1.93484e+06
P51790	P51790	CLCN3_HUMAN	CLCN3	H(+)/Cl(-) exchange transporter 3	3.5827e+06	3.56409e+06	3.52661e+06	2.43469e+06	3.20694e+06	4.42651e+06	2.74207e+06	4.13484e+06	3.281e+06	2.86061e+06	3.09914e+06	2.90594e+06	3.43518e+06	2.41299e+06	3.06145e+06	3.04662e+06	2.34694e+06	2.01839e+06	3.21071e+06	3.34309e+06
P51793	P51793	CLCN4_HUMAN	CLCN4	H(+)/Cl(-) exchange transporter 4	775686	752176	798763	525401	793535	944452	590139	1.01998e+06	661257	717028	622128	790816	1.16451e+06	260010	488881	684140	494010	476027	448762	579083
P51798	P51798	CLCN7_HUMAN	CLCN7	H(+)/Cl(-) exchange transporter 7						373808				657424				660981						
P51805	P51805	PLXA3_HUMAN	PLXNA3	Plexin-A3	106452	76573.5		84677	125306	99642.8					63897.3									
P51809	P51809	VAMP7_HUMAN	VAMP7	Vesicle-associated membrane protein 7	2.88148e+06	2.99342e+06	2.48623e+06	2.79899e+06	2.77327e+06	2.86023e+06	2.51652e+06	3.74236e+06	2.70888e+06	2.89269e+06	2.41683e+06	3.07922e+06	2.97097e+06	3.76884e+06	2.37663e+06	3.276e+06	2.88227e+06	2.01451e+06	2.09907e+06	2.24841e+06
P51811	P51811	XK_HUMAN	XK	Endoplasmic reticulum membrane adapter protein XK			1.4198e+06			540207	571718	2.10806e+06	2.07776e+06				267846	4.40202e+06			6.73617e+06			
P51812	P51812;Q15349;Q15418;Q9UK32	KS6A3_HUMAN	RPS6KA3	Ribosomal protein S6 kinase alpha-3	1.58627e+06	1.72525e+06	1.43127e+06	1.21178e+06	1.16891e+06	1.25149e+06	1.16444e+06	1.73226e+06	1.50191e+06	1.09125e+06	1.17802e+06	846803	750999	1.4951e+06	1.35388e+06	1.10697e+06	1.38722e+06	1.07711e+06	1.13836e+06	1.42769e+06
P51858	P51858	HDGF_HUMAN	HDGF	Hepatoma-derived growth factor	899439	763272	734501	818618	1.12669e+06	711878	596469	457743	442632	618395	632011	647604	636325	1.03736e+06	394926		700729	303051	692420	449839
P51884	P51884	LUM_HUMAN	LUM	Lumican	1.02441e+07	5.92618e+06	7.51535e+06	7.77883e+06	2.37183e+07	3.38561e+06	1.74704e+07	1.23924e+07	1.02419e+07	1.16695e+07	2.2918e+07	8.29214e+06	1.46352e+07	2.68069e+06	2.40928e+07	6.46046e+06	3.07501e+06	1.53553e+07	2.47633e+07	1.01326e+07
P51970	P51970	NDUA8_HUMAN	NDUFA8	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	1.63913e+06	1.32729e+06	2.28278e+06	1.43085e+06				1.57248e+06	3.48654e+06	1.14933e+06	3.22371e+06	1.76855e+06	1.14758e+06	2.35531e+06		1.97034e+06	1.44331e+06		1.42645e+06	1.13035e+06
P51991	P51991	ROA3_HUMAN	HNRNPA3	Heterogeneous nuclear ribonucleoprotein A3		206876	60643.1	108621		100425		110278	172553		236116			175476			205992		97367.6	
P52209	P52209	6PGD_HUMAN	PGD	6-phosphogluconate dehydrogenase, decarboxylating	7.6011e+06	7.95474e+06	8.28665e+06	7.73971e+06	6.82564e+06	8.34763e+06	6.04696e+06	7.08612e+06	7.59928e+06	7.94478e+06	7.00761e+06	8.44423e+06	8.21104e+06	3.18827e+06	5.41547e+06	8.08043e+06	8.57794e+06	5.61948e+06	7.35542e+06	9.74239e+06
P52294	O15131;O60684;P52294	IMA5_HUMAN	KPNA1	Importin subunit alpha-5	245200	187630	202466	266890	215965	197134	194062	200146	195370	199548	212178			509743		218713	208427	248258	217595	261254
P52306	P52306	GDS1_HUMAN	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	1.64689e+06	1.58354e+06	1.70035e+06	2.04734e+06	1.69148e+06	1.81873e+06	1.56234e+06	1.38993e+06	1.47721e+06	1.6253e+06	1.70496e+06	2.059e+06	1.47739e+06	2.81443e+06	1.25272e+06	1.95448e+06	1.87389e+06	1.2235e+06	1.77843e+06	1.81634e+06
P52333	P52333	JAK3_HUMAN	JAK3	Tyrosine-protein kinase JAK3	598467	810306	711370	572641	657472	517882	456660	633036	726840	597343	550552	1.04283e+06	667560	1.44624e+06	722506	661604	781856	576199	656850	900280
P52565	P52565	GDIR1_HUMAN	ARHGDIA	Rho GDP-dissociation inhibitor 1	9.7396e+06	9.14575e+06	1.13683e+07	1.06519e+07	1.08068e+07	1.22312e+07	1.22019e+07	1.15347e+07	1.10742e+07	1.05489e+07	1.23835e+07	7.63695e+06	7.79036e+06	5.7024e+06	8.76114e+06	9.16293e+06	1.01543e+07	1.24554e+07	1.071e+07	7.48611e+06
P52566	P52566	GDIR2_HUMAN	ARHGDIB	Rho GDP-dissociation inhibitor 2	1.43546e+07	2.58196e+07	2.53882e+07	2.28333e+07	1.87462e+07	3.27439e+07	2.86587e+07	3.28073e+07	3.07537e+07	2.54107e+07	2.53492e+07	2.47108e+07	1.69171e+07	5.62071e+06	2.31948e+07	3.24276e+07	2.85575e+07	2.51273e+07	2.77102e+07	1.86557e+07
P52594	P52594	AGFG1_HUMAN	AGFG1	Arf-GAP domain and FG repeat-containing protein 1			173267			115770		185337	312456	171303			85797.4	261797	86518.6	236165	150512	344393	179684	
P52597	P52597	HNRPF_HUMAN	HNRNPF	Heterogeneous nuclear ribonucleoprotein F				134962		137626				166407				235427			122134			
P52630	P52630	STAT2_HUMAN	STAT2	Signal transducer and activator of transcription 2	163798	184904	125612	120604	168419	100355	82343.1	121196	132774	207119	81825.1	109702	135218	230951		158318	206521	70532.3	88025.7	215712
P52788	P52788	SPSY_HUMAN	SMS	Spermine synthase	1.69888e+06	1.8372e+06	1.94732e+06	2.22946e+06	1.88852e+06	1.88136e+06	1.91232e+06	1.87368e+06	1.95439e+06	1.38624e+06	1.96467e+06	2.19442e+06	1.73273e+06	2.50343e+06	1.09936e+06	1.8713e+06	1.35694e+06	1.70448e+06	2.08329e+06	1.0646e+06
P52790	P52790	HXK3_HUMAN	HK3	Hexokinase-3	390407	253725	663019			312283		559096	519556	383185		833982		697793		516480	1.0768e+06	721935	541047	649611
P52815	P52815	RM12_HUMAN	MRPL12	Large ribosomal subunit protein bL12m	1.12704e+06	858601	654006	626801										799511			420969			
P52824	P52824	DGKQ_HUMAN	DGKQ	Diacylglycerol kinase theta	831393													289864		449573	353314			
P52888	P52888	THOP1_HUMAN	THOP1	Thimet oligopeptidase	427756			73661.5		64097.6	23695.7							105841			220651			
P52907	P52907	CAZA1_HUMAN	CAPZA1	F-actin-capping protein subunit alpha-1	5.54007e+07	6.22305e+07	5.70067e+07	6.69217e+07	5.41336e+07	5.75665e+07	5.56617e+07	5.3217e+07	5.18672e+07	4.88447e+07	5.55548e+07	5.06712e+07	5.11694e+07	4.92007e+07	4.43557e+07	4.14519e+07	5.34893e+07	4.88319e+07	5.14091e+07	2.89232e+07
P52943	P52943	CRIP2_HUMAN	CRIP2	Cysteine-rich protein 2	1.249e+06	682706	2.07657e+06	697256	2.10897e+06	757225	966384	1.58882e+06	2.39668e+06	647098	1.79713e+06	1.06188e+06	991840	680874	2.42351e+06	954482	393799	2.81334e+06	1.17135e+06	1.20421e+06
P53004	P53004	BIEA_HUMAN	BLVRA	Biliverdin reductase A	2.21437e+06	2.61499e+06	1.89545e+06	2.13247e+06	2.0396e+06	2.07703e+06	2.07506e+06	1.695e+06	2.25501e+06	2.15562e+06	2.19465e+06	2.29867e+06	2.25816e+06	1.25749e+06	1.26404e+06	2.66584e+06	2.42866e+06	1.73787e+06	2.18199e+06	1.49206e+06
P53007	P53007	TXTP_HUMAN	SLC25A1	Tricarboxylate transport protein, mitochondrial	513576	282507	753503	303801	468726	210355	359694	472453	459058	364260	327332	906853	1.69244e+06	1.07431e+06		476860	484815		490267	232229
P53041	P53041	PPP5_HUMAN	PPP5C	Serine/threonine-protein phosphatase 5	473705	310310	459094	326534	324638	422668	333505	344663	325564	319651	365456	135682	216077	392805	309590	188939	426138	275448	530291	464071
P53367	P53367	ARFP1_HUMAN	ARFIP1	Arfaptin-1	108987	68133	32628.4			75036.6	110804		200541	444229				360628						
P53384	P53384	NUBP1_HUMAN	NUBP1	Cytosolic Fe-S cluster assembly factor NUBP1	269162	313556	372776	356893		282643	263643	283490		213500	353958			1.40309e+06		261969	278802	347141	357267	241904
P53396	P53396	ACLY_HUMAN	ACLY	ATP-citrate synthase	4.30982e+06	3.43669e+06	4.185e+06	4.29473e+06	3.29717e+06	3.51254e+06	3.28787e+06	2.94014e+06	3.53653e+06	3.80103e+06	4.25063e+06	4.59929e+06	4.29407e+06	8.88967e+06	2.86046e+06	3.96381e+06	5.33084e+06	2.55182e+06	3.84539e+06	3.7825e+06
P53582	P53582	MAP11_HUMAN	METAP1	Methionine aminopeptidase 1	1.16454e+06	755146	1.0213e+06	1.17983e+06	803174	1.22697e+06	1.07894e+06	915511	784293	1.22396e+06	1.10954e+06	1.58541e+06	990114	1.0207e+06	703895	1.40551e+06	874782	680235	922759	786622
P53597	P53597	SUCA_HUMAN	SUCLG1	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial	423827	431844	475247	196984	331671	207923	244717	478516	397216	421636	230393	392119	340606	977247	140985	484053	510233	166609	263063	209315
P53602	P53602	MVD1_HUMAN	MVD	Diphosphomevalonate decarboxylase	789022	582918	431804	669335	676186	691029	523050	354345	624942	655454	534285	1.0871e+06	569424	697521	510847	758497	751042	393750	608602	933579
P53618	P53618	COPB_HUMAN	COPB1	Coatomer subunit beta	2.38149e+06	2.32248e+06	2.46258e+06	2.27459e+06	2.18866e+06	2.03279e+06	1.81603e+06	2.15103e+06	2.10897e+06	2.21496e+06	2.36497e+06	3.30048e+06	2.10467e+06	6.11583e+06	1.67324e+06	2.65801e+06	3.19709e+06	1.53595e+06	2.10353e+06	2.30376e+06
P53621	P53621	COPA_HUMAN	COPA	Coatomer subunit alpha	2.51594e+06	2.2356e+06	2.28222e+06	2.24487e+06	2.51312e+06	2.00136e+06	1.93002e+06	2.47092e+06	2.32358e+06	2.27006e+06	2.50406e+06	3.44717e+06	2.52494e+06	6.86815e+06	1.60761e+06	3.22193e+06	3.19187e+06	1.66698e+06	2.34688e+06	2.07311e+06
P53634	P53634	CATC_HUMAN	CTSC	Dipeptidyl peptidase 1	1.99635e+06	1.40219e+06	1.20163e+06		1.04924e+06	379988	699121	2.49483e+06	1.12981e+06	716916	1.02255e+06		1.68433e+06	1.69616e+06	1.16821e+06	1.05852e+06	1.4046e+06	1.50654e+06	1.16228e+06	685687
P53680	P53680	AP2S1_HUMAN	AP2S1	AP-2 complex subunit sigma									245890					86346.6						
P53801	P53801	PTTG_HUMAN	PTTG1IP	Pituitary tumor-transforming gene 1 protein-interacting protein	976845	994155	3.8473e+06	1.08486e+06	463871	1.04473e+06	1.87544e+06	892053	744664	816293	560919		3.76293e+06	1.53671e+06	983305	487804	1.22971e+06	3.67227e+06		126215
P53814	P53814	SMTN_HUMAN	SMTN	Smoothelin	60820.5				413638	19502.8	414929			93092.4	166936			745609		238880	186847			61915.7
P53985	P53985	MOT1_HUMAN	SLC16A1	Monocarboxylate transporter 1	1.39704e+06	686996	718785	764942	1.11158e+06	1.15278e+06	579655	1.82588e+06	1.40996e+06	601156	1.38379e+06	1.00305e+06	1.15993e+06	634344	1.11464e+06	443804	727083	890315	650596	803349
P53990	P53990	IST1_HUMAN	IST1	IST1 homolog	1.40964e+06	1.596e+06	1.33728e+06	998869	1.25085e+06	1.54433e+06	1.77986e+06	1.43318e+06	1.53494e+06	1.53365e+06	1.5914e+06	2.06318e+06	994094	699271	1.28549e+06	1.27281e+06	1.1938e+06	1.20715e+06	2.27115e+06	3.02746e+06
P53992	P53992	SC24C_HUMAN	SEC24C	Protein transport protein Sec24C	534765	464675	347411	300507	466869	251612	360212	439863	371358	406758	439415	637700	349710	951875	410697	415504	659544	159392	411612	465389
P54108	P54108	CRIS3_HUMAN	CRISP3	Cysteine-rich secretory protein 3			296047	295489	264317		236039		176784		296332				544698			367669	666384	
P54136	P54136	SYRC_HUMAN	RARS1	Arginine--tRNA ligase, cytoplasmic	1.36718e+06	1.24771e+06	1.4208e+06	1.4001e+06	1.13399e+06	1.4331e+06	1.30336e+06	1.11703e+06	1.37183e+06	1.15304e+06	1.5479e+06	1.67344e+06	1.3642e+06	1.36739e+06	861077	1.08334e+06	1.49031e+06	662335	1.34114e+06	1.50978e+06
P54577	P54577	SYYC_HUMAN	YARS1	Tyrosine--tRNA ligase, cytoplasmic	2.63825e+06	3.01715e+06	2.77633e+06	2.87662e+06	2.37215e+06	2.86993e+06	3.02932e+06	2.34769e+06	2.75235e+06	2.61304e+06	2.70273e+06	3.05069e+06	2.96297e+06	1.65074e+06	2.25811e+06	3.38464e+06	3.15091e+06	2.25079e+06	2.88414e+06	2.41069e+06
P54578	P54578	UBP14_HUMAN	USP14	Ubiquitin carboxyl-terminal hydrolase 14	5.54632e+06	5.60117e+06	5.77985e+06	5.55927e+06	5.27589e+06	5.68055e+06	5.47551e+06	5.36826e+06	5.71229e+06	5.12661e+06	6.03161e+06	6.35325e+06	7.49926e+06	3.63632e+06	5.4985e+06	6.00728e+06	5.41843e+06	4.56454e+06	5.97488e+06	4.32985e+06
P54619	P54619	AAKG1_HUMAN	PRKAG1	5'-AMP-activated protein kinase subunit gamma-1	3.18966e+06	3.34186e+06	3.45713e+06	2.8916e+06	3.3765e+06	3.61211e+06	3.32015e+06	2.91922e+06	3.58476e+06	3.08572e+06	3.39873e+06	3.92346e+06	3.94004e+06	6.59498e+06	3.00373e+06	4.51914e+06	4.41443e+06	1.80079e+06	3.26413e+06	3.70545e+06
P54709	P54709	AT1B3_HUMAN	ATP1B3	Sodium/potassium-transporting ATPase subunit beta-3	5.1467e+06	3.65975e+06	5.29872e+06	5.28942e+06	5.58409e+06	4.84714e+06	4.08605e+06	5.48707e+06	4.54078e+06	3.26624e+06	5.19003e+06	3.32249e+06	4.35458e+06	2.56437e+06	4.70081e+06	3.12725e+06	3.47314e+06	4.99497e+06	3.92339e+06	3.88706e+06
P54725	P54725	RD23A_HUMAN	RAD23A	UV excision repair protein RAD23 homolog A	306432	134922	174283	492638	466354			595203	675575	591886		630456		592911		951104	619380	358555		485827
P54727	P54725;P54727	RD23B_HUMAN	RAD23B	UV excision repair protein RAD23 homolog B	862005	1.66789e+06	1.43962e+06	1.3905e+06	1.34731e+06	2.08575e+06	1.93272e+06	1.45211e+06	1.79512e+06	1.96929e+06	2.03334e+06	1.50178e+06	1.1288e+06	2.30548e+06	1.57166e+06	2.46241e+06	1.5051e+06	1.81006e+06	1.95335e+06	1.24146e+06
P54802	P54802	ANAG_HUMAN	NAGLU	Alpha-N-acetylglucosaminidase	221908	118929	82154.4	176221	274247	96466.7	200811	664931	202176	306462	254029	197411	157718	94919.7	250103	202408	97066.4	172957	59758.3	213020
P54819	P54819	KAD2_HUMAN	AK2	Adenylate kinase 2, mitochondrial	4.61053e+06	4.35695e+06	4.32868e+06	3.13238e+06	3.81628e+06	2.55381e+06	2.97085e+06	6.35184e+06	5.21565e+06	5.60869e+06	2.92651e+06	5.49256e+06	3.00434e+06	1.02126e+07	1.80071e+06	5.43163e+06	7.01822e+06	3.60846e+06	3.55888e+06	3.56039e+06
P54852	P54852	EMP3_HUMAN	EMP3	Epithelial membrane protein 3	7.15917e+06	3.37583e+06	5.62809e+06	2.43704e+06	7.84509e+06	3.96952e+06	4.46593e+06	6.48813e+06	6.11524e+06	4.23827e+06	4.74612e+06	3.76278e+06	4.94544e+06	4.40809e+06	6.22602e+06	5.41768e+06	5.19928e+06	5.69595e+06	6.39873e+06	9.09816e+06
P54886	P54886	P5CS_HUMAN	ALDH18A1	Delta-1-pyrroline-5-carboxylate synthase	247319	136829	196908				118715	256593		246350	233837			639164			241428			160526
P54920	P54920	SNAA_HUMAN	NAPA	Alpha-soluble NSF attachment protein	8.73375e+06	8.14007e+06	9.44556e+06	9.35698e+06	1.07159e+07	9.92873e+06	9.67006e+06	1.10453e+07	8.23323e+06	9.08289e+06	1.11715e+07	5.92795e+06	6.26717e+06	2.59248e+06	7.58497e+06	7.80843e+06	5.52676e+06	5.82846e+06	7.86617e+06	4.73881e+06
P54922	P54922	ADPRH_HUMAN	ADPRH	ADP-ribosylhydrolase ARH1	701983	610936	471984	432476	437517	558708	455825	455970	474948	640461	594166			146441	813065		698051	585943	466026	683319
P55008	P55008	AIF1_HUMAN	AIF1	Allograft inflammatory factor 1	421829	531061	694469	656108	661888	549305	774382	934673	730844	977790	835970	1.08124e+06	634595	514084	500200	712719	708051	915822	592512	290571
P55010	P55010	IF5_HUMAN	EIF5	Eukaryotic translation initiation factor 5	307057	640749	510323	516413	324039	559645	406524	550350	405131	532168	355205	681091	497713	410412	291730	523196	459426	406683	370858	407198
P55011	P55011	S12A2_HUMAN	SLC12A2	Solute carrier family 12 member 2	1.45439e+06	999301	1.40804e+06	1.52738e+06	1.08643e+06	1.69398e+06	1.16007e+06	1.47932e+06	1.36985e+06	1.19335e+06	1.36315e+06	1.30784e+06	1.19113e+06	691764	1.22175e+06	1.18128e+06	1.00924e+06	1.21787e+06	1.31415e+06	682314
P55036	P55036;A2A3N6	PSMD4_HUMAN	PSMD4	26S proteasome non-ATPase regulatory subunit 4	637455	599635	748735	650879	764691	437424	789129	894670		705955	742890		3.123e+06	1.33629e+06			796070		946702	707519
P55039	P55039	DRG2_HUMAN	DRG2	Developmentally-regulated GTP-binding protein 2	335406	525807	303638	515690		403984		117666	211224	266158	398450	499598	301485	310230		495166	414375			
P55056	P55056	APOC4_HUMAN	APOC4	Apolipoprotein C-IV	1.79886e+08	1.76474e+08	8.66771e+07	3.0109e+08	7.70686e+08	1.62262e+08	4.80354e+07	2.49595e+08	2.04833e+08	8.1456e+07	2.16298e+08	4.20111e+08	2.06127e+08	8.7669e+07	2.09161e+08	3.16097e+07	2.31252e+08	1.54844e+08	5.45631e+07	3.30884e+08
P55058	P55058	PLTP_HUMAN	PLTP	Phospholipid transfer protein	2.25178e+07	7.33513e+06	7.36803e+06	8.15233e+06	1.80099e+07	5.33318e+06	1.47381e+07	1.03352e+07	9.81271e+06	1.10198e+07	1.42585e+07	7.12718e+06	1.06099e+07	2.43448e+06	1.83076e+07	7.85815e+06	9.02394e+06	1.189e+07	2.58836e+07	1.32696e+07
P55060	P55060	XPO2_HUMAN	CSE1L	Exportin-2	2.20872e+06	1.78445e+06	1.87526e+06	2.08326e+06	1.65047e+06	1.79315e+06	1.69808e+06	1.61694e+06	1.91102e+06	1.73602e+06	2.23292e+06	2.3063e+06	1.85235e+06	2.98337e+06	1.4824e+06	2.00222e+06	2.27323e+06	1.26996e+06	1.54266e+06	2.05488e+06
P55061	P55061	BI1_HUMAN	TMBIM6	Bax inhibitor 1	129956	85835.4	184792	56239.7	53039.8	144147	68623.6	264170	228903	353745				121803		110701	177160	262950	263270	448791
P55072	P55072	TERA_HUMAN	VCP	Transitional endoplasmic reticulum ATPase	1.46206e+07	1.39098e+07	1.24426e+07	1.22802e+07	1.05519e+07	1.27536e+07	1.01607e+07	1.06867e+07	1.04107e+07	1.10973e+07	1.16918e+07	1.55727e+07	1.09282e+07	2.68919e+07	7.34565e+06	1.56216e+07	2.07729e+07	7.50654e+06	1.30902e+07	1.17237e+07
P55083	P55083	MFAP4_HUMAN	MFAP4	Microfibril-associated glycoprotein 4		924300	249295					194275	237991	114763							298766			531922
P55084	P55084	ECHB_HUMAN	HADHB	Trifunctional enzyme subunit beta, mitochondrial	7.34818e+06	6.22203e+06	6.36499e+06	4.94562e+06	5.31331e+06	3.23043e+06	3.68697e+06	6.84668e+06	5.62904e+06	5.62916e+06	4.72843e+06	8.13851e+06	4.5919e+06	1.40489e+07	2.41754e+06	8.59846e+06	7.98182e+06	4.34692e+06	4.17721e+06	4.34324e+06
P55103	P55103	INHBC_HUMAN	INHBC	Inhibin beta C chain	917361	1.03292e+06	541683	710886	1.61261e+06	424254	1.30704e+06	748380	735251	603252	1.21533e+06	604276	773074	295660	1.75676e+06	963071	1.10764e+06	732529	2.39502e+06	1.0632e+06
P55145	P55145	MANF_HUMAN	MANF	Mesencephalic astrocyte-derived neurotrophic factor	914581	1.0207e+06	1.05654e+06	692295	1.35785e+06	990714	1.2108e+06	2.0053e+06	1.48302e+06	1.6382e+06	1.07832e+06	1.19413e+06	1.23617e+06	3.21223e+06	972185	2.27212e+06	1.4553e+06	696650	2.02208e+06	1.39021e+06
P55160	P55160	NCKPL_HUMAN	NCKAP1L	Nck-associated protein 1-like	1.12219e+07	9.39986e+06	8.70575e+06	1.09594e+07	1.02163e+07	9.40621e+06	9.42935e+06	1.03587e+07	9.10656e+06	8.60962e+06	9.72327e+06	9.96864e+06	7.99971e+06	5.36934e+06	9.73118e+06	9.16298e+06	8.04492e+06	8.98233e+06	5.68409e+06	4.47596e+06
P55196	P55196	AFAD_HUMAN	AFDN	Afadin	30817.9	42225.7	24767.7		69075.8	17444.6		137000	93744.3	24755.1				19824.5				41203.3		65626.9
P55209	P55209	NP1L1_HUMAN	NAP1L1	Nucleosome assembly protein 1-like 1	1.21444e+07	1.07339e+07	9.93038e+06	1.17248e+07	1.07638e+07	1.11319e+07	8.48828e+06	7.62869e+06	8.80938e+06	1.11917e+07	1.11508e+07	1.42885e+07	1.15404e+07	1.71692e+07	8.19065e+06	1.44228e+07	1.67433e+07	5.33076e+06	1.17775e+07	1.31515e+07
P55212	P55212	CASP6_HUMAN	CASP6	Caspase-6	857671	863611	604715	833641	624091	606895	478615	519631	569442	838220	726400	957297	1.00588e+06	1.15677e+06	479960	1.09475e+06	966582	512508	757064	1.09793e+06
P55259	P55259	GP2_HUMAN	GP2	Pancreatic secretory granule membrane major glycoprotein GP2	291415						649680		326462					1.42087e+06					269478	
